Unnamed: 0,Prompt,Completion
46,"Narrative: You antagonize Dutch. You: Uh oh, Dutch is thinking. Dutch: I'm not even gonna dignify that with a response. Narrative: You defuse the situation. You: My bad, been a hard few days, got me cranky. Dutch: Keep acting like that and you won't have any days left at all. Narrative: You antagonize Dutch. You: Or maybe you're just staring blankly for effect. Dutch: Don't tell me that I didn't warn you.? Narrative: You defuse the situation.","You: Okay, okay I'm done now I swear. Dutch: You better be.{angry}"
53,Narrative: You greet Strauss.,"You: Bet you never thought you'd end up here, huh. Strauss: I didn't know where I'd end up."
34,Narrative: You antagonize Dutch.,"You: You know... you could get out there too, Dutch. Dutch: Just remember who you're talking to."
124,Action: Walking up to Micah.,"Micah: So, you got tired of making money did you, black lung?You: Go to hell.Micah: Well, I guess it's true what they say... you can't take it with you... but Her Strauss... I thought you liked helping the weak and unfortunate.You: You're unfortunate and I don't like helping you.Micah: Very amusing, just try to stop making more trouble for us... some of us are trying to save folk, not make unnecessary... dramas."
243,"Action: You walk near Pearson. Pearson: Oh, hello. Narrative: You greet Pearson. You: Hello. Narrative: You greet Pearson. You: Don't you ever get fed up with all this? Pearson: Sometimes I suppose. Narrative: You antagonize Pearson. You: I mean your life must've been pretty pathetic if this is an upgrade. Pearson: Oh, just what I need. Narrative: You defuse the situation.","You: Take it easy, I'm just needling you. Pearson: Well, sometimes it's hard to tell."
171,"Narrative: You antagonize Susan.You: There she is, the camp shire horse. Susan: I don't like that tone Arthur.Narrative: You defuse the situation.You: I'm only joking with you. Susan: Little boys and their little games.Narrative: You antagonize Susan.You: Who everybody hates. Susan: Just what is your problem?Narrative: You defuse the situation.""",You: I'm only joking with you. Susan: Little boys and their little games.{angry}
44,"Narrative: You antagonize Dutch. You: Uh oh, Dutch is thinking. Dutch: I'm not even gonna dignify that with a response. Narrative: You defuse the situation.","You: My bad, been a hard few days, got me cranky. Dutch: Keep acting like that and you won't have any days left at all.{angry}"
51,Narrative: You greet Strauss.,You: Good morning to ya.
32,Narrative: You greet Dutch. You: Another day another dollar. Dutch: Yes indeed. Narrative: You antagonize Dutch.,You: So no more master plans okay? You're better of without them. Dutch: I'm just impressed you're stringing entire sentences together.
90,"Narrative: You antagonize Strauss.You: Wipe that snooty look off your face for one minute, will you. Strauss: Why so rude. Narrative: You antagonize Strauss. You: You're a vagrant, not an accountant. Strauss: Time's are changing Mr. Morgan. One can not do what we do without handling funds. Narrative: You antagonize Strauss.","You: I swear, you must have callouses from patting your back. Strauss: Leave me be!{walk}"
353,"Narrative: You antagonize Hosea. You: Nothing makes you happier then being miserable, does it? Hosea: Now you need to watch your mouth. Narrative: You antagonize Hosea. You: All you do these days is moan. Hosea: What do you want? Narrative: You antagonize Hosea.","You: If you don't liven up, buzzards'll start feeding on you early. Hosea: How about I just ignore you."
116,Narrative: You antagonize Micah.,You: Slip and do us a favor. Micah: This is getting real tiring now.{walk}
143,Narrative: You greet Susan.,"You: What would we do without you. Susan: Turn feral, I imagine."
182,Narrative: You antagonize Susan.,"You: My Lord, you're old. Susan: Oh, shut up, Arthur.{angry}"
247,Action: You walk near Pearson. You: Pearson. Pearson: Arthur. Narrative: You greet Pearson.,"You: You know too many folk around here take you for granted. Pearson: Well, that's nice of you to say so."
23,"Narrative: You greet Dutch. You: You good? Dutch: Yes, Arthur. Narrative: You greet Dutch.",You: Well im'a leave you to it. Dutch: Goodbye Arthur.
117,Narrative: You antagonize Micah.,You: Everyone's bored of the tough act now. Micah: You need to back off.
207,"Action: You walk near Pearson. Pearson: Hello, Mr. Morgan. Narrative: You greet Pearson. You: There he is. Narrative: You greet Pearson. You: Thank you for all your work. Pearson: Thank you, Morgan Narrative: You antagonize Pearson. You: You'll make someone a fine wife someday. Pearson: I'm just minding my own business here. Narrative: You defuse the situation.",You: Take it easy I ain't serious. Pearson: How very amusing.
292,"Narrative: You greet Hosea. You: Hosea, how are you. Hosea: Good Morning, Arthur. Narrative: You greet Hosea. You: What's going on, eh? Hosea: Nothing too much, at this very moment. Narrative: You greet Hosea.",You: Okay well...I'll leave you to it. Hosea: Sure Arthur.
95,Narrative: You antagonize Strauss. You: You sicken me. Strauss: I don't want to get into this please. Narrative: You antagonize Strauss.,You: You foul little wretch. Strauss: Why won't you leave me alone?{angry}
196,"Action: You walk near Pearson. Arthur: Good Morning, Mr. Morgan. Narrative: You greet Pearson. You: Mr Pearson. Narrative: You greet Pearson.","You: Need any supplies?. Pearson: Always, can never have too much."
174,"Narrative: You antagonize Susan.You: You are one tough old boot, ain't you. Susan: Oh, shut up Arthur.Narrative: You antagonize Susan.","You: I mean, you make father time seem like a nasty man. Susan: When are you going to act your age."
223,Narrative: You greet Pearson.,You: Hey. 
173,Narrative: You antagonize Susan.,"You: You are one tough old boot, ain't you. Susan: Oh, shut up Arthur."
148,Narrative: You greet Susan.,"You: You seem to have everything well in order here. Susan: Oh, I woudn't go that far."
151,Narrative: You antagonize Susan about the past.,You: The old you would have had this place shipshape in a day. Susan: Don't take that tone with me.{angry}
215,Narrative: You greet Pearson.,"You: Good morning. Pearson: Okay, Mr Morgan."
265,"Narrative: You antagonize Pearson. You: So what's for dinner? Dysentary again. Pearson: Hey, come on now. Narrative: You antagonize Pearson. You: No chance of getting fat around here. Pearson: Why have you got a problem with me. Narrative: You antagonize Pearson.","You: At least it smells better comming out then it does going in. Pearson: Okay, I'm just ignore you.{walk}"
40,Narrative: You antagonize Dutch.,"You: Uh oh, Dutch is thinking. Dutch: I'm not even gonna dignify that with a response."
6,Narrative: You greet Dutch.,"You: Feels like we're back on track, more or less. Dutch: Yup. Money and Food, now everyone needs to keep it comming. Arthur: For sure."
170,"Narrative: You antagonize Susan.You: There she is, the camp shire horse. Susan: I don't like that tone Arthur.Narrative: You defuse the situation.You: I'm only joking with you. Susan: Little boys and their little games.Narrative: You antagonize Susan.""",You: Who everybody hates. Susan: Just what is your problem?
137,Narrative: You greet Susan.,You: Miss.
88,Narrative: You antagonize Strauss.,"You: Wipe that snooty look off your face for one minute, will you. Strauss: Where's this comming from?{angry}"
351,Narrative: You antagonize Hosea.,"You: Nothing makes you happier then being miserable, does it? Hosea: Now you need to watch your mouth."
311,Narrative: You greet Hosea.,You: Mood seem's pretty good around here. Hosea: It does.
183,"Narrative: You antagonize Susan.You: My Lord, you're old. Susan: Oh, shut up, Arthur.Narrative: You antagonize Susan.",You: And time has done you a few favours. Susan: What happened to you?
238,Action: You walk near Pearson. Pearson: How are you. Narrative: You greet Pearson.,"You: Hi, Pearson."
97,Narrative: You antagonize Strauss.,"You: Hey Strauss, they call me mean, but you take the prize. Strauss: Now there's no need to be rude."
86,"Narrative: You antagonize Strauss. You: You revolt me. Strauss: I don't want to get into this, please. Narrative: You antagonize Strauss.","You: You grasping, money lending, scum. Strauss: Come on, that's enough.{angry}"
279,"Narrative: You greet Hosea. You:All quiet, Hosea. Hosea: Thankfully, yes. You: Good. Narrative: You greet Hosea.","Okay, well let's talk more later. Hosea: See you later."
