,Prompt,Completion
555,Action: You sit near Susan.,"Susan: Is there something you need? You: No, just enjoying the fresh air for a bit."
556,Action: You stand near Susan for a while.,"Susan: Is everything alright? You: Yeah, just needed a break and some peace and quiet."
557,Action: You walk into Susan.,"Susan: Excuse me, can I help you with something? You: Oh, sorry about that. I wasn't paying attention."
558,Action: You collide with Susan.,"Susan: Hey, watch it! You: My apologies, I didn't mean to bump into you."
559,Action: You sit near Susan.,"Susan: Can I get you something to eat or drink? You: No, thank you. Just taking a break."
560,Action: You stand near Susan for a while.,"Susan: Is there something you need? You: No, just enjoying the scenery."
561,Action: You walk into Susan.,"Susan: Watch it! You: Sorry, didn't see you there."
562,Action: You collide with Susan.,"Susan: Excuse me, do you mind? You: My apologies, I was lost in thought."
563,Action: You sit near Susan.,"Susan: Hello there, is there something I can help you with? You: No, just enjoying the fresh air for a bit."
564,Action: You accidentally bump into Dutch while walking past him.,"Dutch: ""Watch it, will ya? You: ""Sorry about that."
565,Action: You walk up to Dutch and stand next to him for a while.,"Dutch: ""What's on your mind? You: ""Nothing in particular, just enjoying the scenery."
566,Action: You sit down next to Dutch on a log.,"Dutch: ""How are you doing today? You: ""Not bad, just taking it easy for now."
567,Action: You collide with Dutch while he's walking by.,"Dutch: ""Hey, watch where you're going! You: ""Sorry about that, Dutch."
568,Action: You stand near Dutch and observe him as he smokes his pipe.,"Dutch: ""Is there something on my face? You: ""No, just enjoying the view."
569,Action: You walk into Dutch while he's standing by the campfire.,"Dutch: ""What's the rush, friend? You: ""Just wanted to say hello."
570,Action: You accidentally step on Dutch's foot while he's standing nearby.,"Dutch: ""Ouch! Watch it, will ya? You: ""Sorry about that, Dutch."
571,Action: You stand next to Dutch and listen as he tells a story.,"Dutch: ""And that's how we got away with it. You: ""Wow, that's quite a story."
572,Action: You walk past Dutch and nod in greeting.,"Dutch: ""Hey there. You: ""Hey, Dutch."
573,Action: You sit down next to Dutch and start whittling a piece of wood.,"Dutch: ""Whatcha making there? You: ""Just a little trinket, nothing special."
574,Action: You accidentally knock over Dutch's hat while walking by.,"Dutch: ""Hey, watch it! You: ""Sorry about that, Dutch."
575,Action: You stand near Dutch for a while.,"Dutch: Can I help you with something? You: No, I'm just enjoying the fire."
576,Action: You walk into Dutch.,Dutch: Watch where you're going. You: My apologies.
577,Action: You sit near Dutch.,Dutch: How's everything going? You: It's going alright. How about you?
578,Action: You stand next to Dutch and observe the camp.,"Dutch: Quite a view, isn't it? You: It sure is. I never get tired of it."
579,Action: You accidentally bump into Dutch.,"Dutch: Hey, watch it! You: Sorry about that."
580,Action: You walk past Dutch and nod.,"Dutch: Good evening. You: Evening, Dutch."
581,Action: You stand near Dutch and smoke a cigarette.,Dutch: Mind if I join you? You: Not at all.
582,Action: You bump into Dutch and nearly knock him over.,"Dutch: What's the matter with you? You: Sorry about that, I wasn't looking where I was going."
583,Action: You sit across from Dutch and sharpen your knife.,"Dutch: That's quite the blade you've got there. You: Thanks, I've had it for a while."
584,Action: You stand near Dutch and admire his revolver.,Dutch: You like it? It's a fine piece of craftsmanship. You: It certainly is.
585,Action: You walk into Dutch and nearly knock him over.,"Dutch: Watch where you're going, damn it! You: My apologies."
586,Action: You sit near Dutch and share a drink.,Dutch: Here's to another successful day. You: Cheers.
587,Action: You stand next to Dutch and watch him clean his gun.,Dutch: This gun's been with me for a long time. You: It looks well-maintained.
588,Action: You walk past Dutch and tip your hat.,"Dutch: Good day to you. You: And to you, Dutch."
589,Action: You stand near Dutch and listen to him tell a story.,Dutch: ...And that's how we managed to steal the train. You: That's quite the tale.
590,Action: You walk into Dutch and accidentally bump into him.,"Dutch: Hey there, watch it. You: Sorry about that. Dutch: Just be more careful next time."
591,"Action: You stand near Dutch for a while, looking at the surrounding area.","Dutch: Something on your mind? You: No, just taking in the view. Dutch: It's quite a sight, isn't it?"
592,Action: You walk past Dutch and nod.,"Dutch: Hey. You: How's it going, Dutch? Dutch: Can't complain."
593,Action: You sit down near Dutch and start cleaning your weapon.,"Dutch: Always good to keep your guns in order. You: Yeah, it's an important part of being an outlaw. Dutch: True, true."
594,Action: You collide with Dutch.,"Dutch: Hey! Watch where you're going! You: My apologies, Dutch. Dutch: You damn well better be sorry."
595,Action: You walk up to Dutch and offer him a cigarette.,"Dutch: Ah, thanks. You: No problem, Dutch. Dutch: You always know how to treat your leader right."
596,"Action: You stand near Dutch, silently looking him.","Dutch: Is everything alright? You: Yeah, just thinking. Dutch: Ah, I see. That's important."
597,Action: You sit down near Dutch and start whittling a piece of wood.,"Dutch: That's quite the talent you have there. You: Thanks, Dutch. It's a good way to pass the time. Dutch: Indeed it is."
598,Action: You collide with Dutch and almost knock him over.,"Dutch: Watch it, damn it! You: Sorry, Dutch. I didn't see you there. Dutch: You're damn right you didn't."
599,"Action: You stand near Dutch, looking at the stars.","Dutch: Beautiful night, isn't it? You: It sure is. Dutch: It reminds me of the time we spent in Colorado."
600,Action: You walk past Dutch and tip your hat in respect.,"Dutch: Good day to you, sir. You: And to you, Dutch."
601,Action: You sit near Dutch and start polishing your boots.,"Dutch: Always good to keep your things in order. You: Yes, sir. That's what my mother always taught me. Dutch: Sounds like a wise woman."
602,"Action: You stand near Dutch, smoking your pipe.","Dutch: I always did like the smell of tobacco. You: Me too, Dutch. It's one of the few comforts we have in this life."
603,Action: You walk up to Hosea and sit next to him.,"Hosea: ""What can I do for you, Arthur? You: ""Just wanted to sit for a while, take a break."
604,Action: You approach Hosea and stand next to him.,"Hosea: ""Ah, Arthur. What's on your mind? You: ""Just taking in the scenery. Ain't it beautiful?"
605,Action: You walk by Hosea and nod in his direction.,"Hosea: ""Good day, Arthur. You: ""Good day, Hosea."
606,Action: You sit down next to Hosea by the campfire.,"Hosea: ""Arthur, care for a game of dominoes? You: ""Sounds good to me, Hosea."
607,Action: You walk up to Hosea and lean against the tree beside him.,"Hosea: ""What's on your mind, Arthur? You: ""Nothing in particular, just enjoying the fresh air."
608,Action: You stand near Hosea and watch him as he reads.,"Hosea: ""Is there something I can help you with, Arthur? You: ""Just passing the time, Hosea. Don't mind me."
609,Action: You sit across from Hosea and start cleaning your gun.,"Hosea: ""You keeping that thing in good shape, Arthur? You: ""Always, Hosea. Can never be too careful."
610,Action: You approach Hosea and tap him on the shoulder.,"Hosea: ""Arthur, what can I do for you? You: ""Just wanted to see what you were up to, Hosea."
611,Action: You walk up to Hosea and hand him a cup of coffee.,"Hosea: ""Ah, just what I needed. Thanks, Arthur. You: ""No problem, Hosea. Anything to keep you going."
612,Action: You sit down beside Hosea and start whittling a piece of wood.,"Hosea: ""Whatcha making there, Arthur? You: ""Just something to pass the time, Hosea. Nothing fancy."
613,Action: You approach Hosea and offer him a smoke.,"Hosea: ""I think I'll pass, Arthur. But thanks anyway. You: ""Suit yourself, Hosea. More for me."
614,Action: You stand next to Hosea and look out into the horizon.,"Hosea: ""What's on your mind, Arthur? You: ""Just thinking, Hosea. About life, and all that."
615,Action: You walk up to Hosea and ask him if he needs anything.,"Hosea: ""Just some peace and quiet, Arthur. But I appreciate the offer. You: ""No problem, Hosea. You know I'm always here for you."
616,Action: You sit down beside Hosea and start humming a tune.,"Hosea: ""That's a nice tune, Arthur. What is it? You: ""Just something I heard once. Can't remember the name, though."
617,Action: You walk up to Hosea and hand him a book.,"Hosea: ""Ah, just what I needed. Thanks, Arthur. You: ""No problem, Hosea. Always happy to share a good read."
618,Action: You sit near Hosea and light a cigarette.,"Hosea: You know those things will kill you, right?"
619,Action: You approach Hosea and stand next to him.,"Hosea: How can I help you, my boy?"
620,Action: You walk by Hosea and nod in acknowledgement.,"Hosea: Good day to you, Mr. Morgan."
621,Action: You lean against the tree next to Hosea.,"Hosea: Enjoying the view, Arthur?"
622,Action: You walk over to Hosea and give him a pat on the back.,"Hosea: Ah, always a pleasure to have your company, Arthur."
623,Action: You stand next to Hosea and look at the book he's reading.,"Hosea: Interesting, isn't it?"
624,Action: You walk past Hosea and give him a wave.,"Hosea: See you around, Arthur."
625,Action: You approach Hosea and hand him a cup of coffee.,"Hosea: Bless your heart, Arthur. This is just what I needed."
626,Action: You walk near Hosea and glance at the landscape.,"Hosea: Beautiful, isn't it?"
627,Action: You sit near Hosea and rest your arms on your knees.,"Hosea: What's on your mind, my boy?"
628,Action: You walk over to Hosea and give him a friendly smile.,"Hosea: How's your day going, Arthur?"
629,Action: You stand near Hosea and look at the sky.,"Hosea: Thinking about something, Arthur?"
630,Action: You approach Hosea and look at his book.,"Hosea: Anything catch your eye, Arthur?"
631,Action: You walk past Hosea and nod in acknowledgement.,"Hosea: Good to see you, my boy."
632,Action: You sit next to Hosea and watch the camp.,"Hosea: Quiet day today, isn't it?"
633,Action: You walk up to Hosea and sit down next to him on the bench.,"Hosea: Oh, hello Arthur. It's nice to see you taking a break from your hunting. You: Yeah, I needed some fresh air. How's that book treating you? Hosea: It's quite fascinating, actually. I've been learning about the history of the West."
634,Action: You walk up to Hosea and lean against the tree next to him.,"Hosea: Howdy, Arthur. What can I do for you? You: Just taking a breather, Hosea. You know how it is. Hosea: Yes, I do. It's important to rest every once in a while. Have a seat."
635,Action: You walk up to Hosea and start stretching.,"Hosea: What's got you stretching, Arthur? You got a long day of hunting ahead? You: Yeah, just trying to stay limber. You know how it is. Hosea: I do indeed. Don't want to pull any muscles out there."
636,Action: You walk up to Hosea and hand him a cup of coffee.,"Hosea: Well, thank you kindly, Arthur. That's just what I needed. You: No problem, Hosea. It's a cold morning out here. Hosea: Yes, it is. But with a cup of coffee and good company, I can't complain."
637,Action: You walk up to Hosea and start whistling a tune.,"Hosea: That's a catchy tune you got there, Arthur. You: Thanks, Hosea. It's been stuck in my head all morning. Hosea: I can tell. You're practically bouncing off the walls."
638,Action: You walk up to Hosea and start sharpening your knife.,"Hosea: I see you're keeping that blade sharp, Arthur. You: You know it, Hosea. Can't let it get dull out there. Hosea: Absolutely not. A dull knife is a dangerous one."
639,Action: You walk up to Hosea and show him a wildflower you picked.,"Hosea: Well, ain't that a pretty sight. What's the occasion, Arthur? You: No occasion, Hosea. Just thought you'd appreciate the beauty of it. Hosea: You're right about that, Arthur. It's the little things that make life worth living."
640,Action: You walk up to Hosea and start practicing your shooting.,"Hosea: You're quite the marksman, Arthur. Have you been practicing? You: Yeah, just trying to stay sharp. You never know when you'll need to use it. Hosea: Wise words, Arthur. Never let your guard down."
641,Action: You walk up to Hosea and start singing a tune.,"Hosea: My, my, Arthur. You have quite the voice on you. You: Thanks, Hosea. It's something I picked up from my mother. Hosea: Well, she must have been a wonderful singer. Keep it up."
642,Action: You walk up to Hosea and start telling him a joke.,"Hosea: Hahaha, Arthur. You always know how to put a smile on my face. You: It's all about the timing, Hosea. I learned that from you. Hosea: Well, I'm glad to see I've rubbed off on you a bit."
643,Action: You walk up to Hosea and start practicing your card tricks.,"Hosea: Ah, the old sleight of hand. I see you've been practicing. You: Yeah, just trying to keep my skills sharp. You never know when they'll come in handy."
644,Action: You approach Hosea while he's reading his book.,"Hosea: Hello there, son. Can I help you with something? You: No, I'm just passing by."
645,Action: You stand near Hosea and admire the view.,"Hosea: Beautiful, isn't it? You: Yes, it's breathtaking."
646,Action: You bump into Hosea by accident.,"Hosea: Watch where you're going, son. You: Sorry, Hosea. My mistake."
647,Action: You walk up to Hosea and ask him what he's reading.,"Hosea: A book about the history of the West. Would you like to borrow it? You: Thanks, but I don't have much time for reading."
648,Action: You stand near Hosea and watch him read.,"Hosea: Is there something you need, son? You: No, I just wanted to watch you read for a while."
649,Action: You sit near Hosea and enjoy the quiet.,"Hosea: It's nice to have some peace and quiet, isn't it? You: Yes, it's a nice change of pace."
650,Action: You walk up to Hosea and compliment him on his hat.,"Hosea: Well, thank you kindly, son. It's been with me for many years. You: It suits you well."
651,Action: You accidentally knock over Hosea's hat.,"Hosea: Oh dear, be more careful next time, son. You: I'm sorry, Hosea. I'll be more careful."
652,Action: You stand near Hosea and watch him roll a cigarette.,"Hosea: Do you smoke, son? You: No, I've never really been one for smoking."
653,Action: You sit down near Hosea and rest your feet.,"Hosea: Tired, son? You: Yeah, I've been on my feet all day."
654,Action: You walk up to Hosea and ask him if he needs help with anything.,"Hosea: No, I'm fine, son. Thank you for asking. You: No problem, Hosea."
655,Action: You stand near Hosea and listen to him whistle a tune.,"Hosea: Do you know this song, son? You: No, I don't think I've heard it before."
656,Action: You walk past Hosea and nod in greeting.,"Hosea: Howdy, son. You: Howdy, Hosea."
657,Action: You accidentally bump into Hosea while he's smoking his pipe.,"Hosea: Watch where you're going, son. You: Sorry, Hosea. My apologies."
658,Action: You walk up to Hosea and lean against the tree next to him.,"Hosea: ""Good day, Arthur. You: ""Mmm."
659,Action: You walk past Hosea and nod in greeting.,"Hosea: ""Good to see you, Arthur. You: ""Mhm."
660,Action: You stand next to Hosea and stare off into the distance.,"Hosea: ""Beautiful view, isn't it? You: ""Sure is."
661,Action: You accidentally bump into Hosea while walking by.,"Hosea: ""No worries, Arthur. You: ""Sorry."
662,Action: You sit on a nearby log and watch Hosea.,"Hosea: ""Is there something on your mind, Arthur? You: ""Not particularly."
663,Action: You stand near Hosea and light a cigarette.,"Hosea: ""Trying to shorten your life, I see. You: ""I'll take my chances."
664,Action: You approach Hosea and offer him a drink from your canteen.,"Hosea: ""Don't mind if I do. Thank you, Arthur. You: ""Anytime."
665,Action: You walk past Hosea and kick a nearby rock.,"Hosea: ""Is everything alright, Arthur? You: ""Fine, just a little frustrated."
666,Action: You stand near Hosea and fiddle with your hat.,"Hosea: ""Something bothering you, Arthur? You: ""Not really, just lost in thought."
667,Action: You walk up to Hosea and look at the book he's reading.,"Hosea: ""Fascinating stuff, this. You should give it a read sometime. You: ""Maybe I will."
668,Action: You sit next to Hosea and light a pipe.,"Hosea: ""I see you're taking up smoking, Arthur. You: ""Just trying to relax."
669,Action: You step on Hosea's foot.,"Hosea: ""Ow! Watch where you're going, Arthur. You: ""Sorry about that."
670,Action: You walk past Hosea and whistle a tune.,"Hosea: ""Nice melody, Arthur. What's it called? You: ""Can't remember the name, just stuck in my head."
671,Action: You stand near Hosea and twirl your revolver.,"Hosea: ""Careful with that, Arthur. It's not a toy. You: ""I know what I'm doing."
672,Action: You walk by Strauss.,Strauss: Hello Arthur. {greet}
673,Action: Walking up to Micah.,"Micah: Oh, hey Arthur. You: What you want, Micah? Micah: Nothing. I'm just being civil, my brother. You: Well, hello there. Micah: You really are a very charming man, aren't you? {sarcastic}"
674,Action: Walking up to Micah.,Micah: Run along cowboy. You: Hmmm... {annoyed}
675,Action: You walk up to Micah.,"Micah: Hey there Arthur. You: What do you want Micah? Micah: Nothing at all, just wanted to say hi."
676,Action: You bump into Micah.,"Micah: Watch where you're going, damn it. You: Sorry Micah, my mistake."
677,Action: You walk past Micah.,"Micah: Hey Arthur, how's it going? You: Not too bad Micah, how about you?"
678,Action: You approach Micah.,"Micah: What do you want Arthur? You: Just wanted to say hi, Micah."
679,Action: You collide with Micah.,"Micah: Hey Arthur, watch where you're going! You: Sorry about that, Micah."
680,Action: You walk up to Micah.,"Micah: Well, well, well, look who it is. You: What's that supposed to mean, Micah?"
681,Action: You stand near Micah.,"Micah: What's the matter, Arthur? You: Just thinking about some things."
682,Action: You walk by Micah.,"Micah: Hey Arthur, what's the hurry? You: Just trying to get things done, Micah."
683,Action: You stand near Micah.,"Micah: Can I help you with something, Arthur? You: No, I'm good. Just taking a break."
684,Action: You approach Micah.,"Micah: You look like you've seen a ghost, Arthur. You: I'm just a little tired, Micah."
685,Action: You walk up to Micah.,"Micah: Hey Arthur, how's it going? You: It's going alright, Micah. How about you?"
686,Action: You walk up to Susan.,"Susan: Hi there, Arthur."
687,Action: You stand near Susan.,Susan: Can I help you with something?
688,Action: You extend your hand to shake Susan's hand.,"Susan: Nice to see you, Arthur."
689,Action: You give Susan a nod.,"Susan: What's up, Arthur?"
690,Action: You give Susan a high-five.,"Susan: Hey, Arthur, good to see you."
691,Action: You give Susan a thumbs up.,"Susan: Thanks, Arthur."
692,Action: You pat Susan on the back.,"Susan: What's that for, Arthur?"
693,Action: You smile at Susan.,"Susan: What's the matter, Arthur? You seem in a good mood."
694,Action: You wave at Susan.,"Susan: Hello, Arthur."
695,Action: You see Hosea sitting on a bench.,"Hosea: Ah, Arthur. What's the matter? You: Nothing, just wanted to chat."
696,Action: You give a nod to Hosea as you pass by him.,"Hosea: Good day to you, Arthur. You: And to you, Hosea."
697,Action: You grab a book and sit down next to Hosea.,Hosea: What are you reading there? You: Just a novel I picked up at the general store.
698,Action: You walk over to Hosea and hand him a piece of paper.,Hosea: What's this? You: A letter I received from the bank. Thought you might be interested.
699,Action: You catch Hosea's eye and gesture to him to come over.,Hosea: What's going on? You: Just wanted to show you something.
700,Action: You join Hosea in a game of dominoes.,Hosea: You're in for it now. You: We'll see about that.
701,Action: You stand next to Hosea and watch the sunset.,"Hosea: There's nothing quite like it, is there? You: No, there isn't."
702,Action: You hand Hosea a fishing rod.,"Hosea: Let's see if we can't catch something, eh? You: Sounds like a plan."
703,Action: You pat Hosea on the back after a successful mission.,"Hosea: Good work, Arthur. You: Couldn't have done it without you."
704,Action: You walk over to Hosea's tent and ask him for his opinion.,Hosea: What do you need advice on? You: Just wondering what you think of this new rifle I bought.
705,Action: You sit down next to Hosea and pass him a cup of coffee.,"Hosea: This is just what I needed, thank you. You: No problem, Hosea."
706,Action: You walk up to Hosea and hand him a bag of herbs.,"Hosea: These are perfect, Arthur. Thank you. You: Anytime, Hosea."
707,Action: You ask Hosea for some help with a difficult task.,Hosea: I'm happy to help. What do you need? You: I need some help tracking down a particular animal.
708,Action: You show Hosea a new item you purchased in town.,"Hosea: That's quite a nice piece, Arthur. You: Glad you like it."
709,Action: You walk over to Hosea and toss him a horseshoe.,Hosea: You up for a game? You: Always.
710,Action: You bump into Strauss.,You: Sorry about that. Strauss: Watch it next time.
711,Action: You approach Strauss and stand near him.,"You: How's it going, Strauss? Strauss: Everything is under control, Arthur."
712,Action: You stand near Strauss for a while.,"Strauss: Can I help you with something? You: No, I'm just taking a break."
713,Action: You walk by Strauss.,"Strauss: Good morning, Arthur. You: Morning, Strauss."
714,Action: You approach Strauss.,"Strauss: What do you want, Arthur? You: Just wanted to say hello. Strauss: Well, hello then."
715,Action: You walk by Strauss,Strauss: Hello Arthur.
716,Action: You collide with Strauss,Strauss: You clumsy oaf.
717,Action: You bump into Strauss,"Strauss: Mind where you're walking, Arthur."
718,Action: You stand near Strauss for a while,"Strauss: Is there something you need, Arthur?"
719,Action: You stand near Strauss for a while,"Strauss: What do you want, Arthur?"
720,Action: You stand near Strauss for a while,"Strauss: Can I help you with something, Arthur?"
721,Action: You shove Strauss,"Strauss: You'll pay for that, Arthur."
722,Action: You stand near Strauss for a while,"Strauss: Why are you standing there, Arthur?"
723,Action: You walk by Strauss,"Strauss: Hello, Arthur."
724,Action: You stand near Strauss for a while.,"Strauss: Can I help you with something, Arthur? You: No, just passing the time. Strauss: Well, don't pass it too close to me."
725,Action: You walk by Strauss.,"Strauss: Good morning, Arthur. You: Morning, Strauss. Strauss: What's on your mind?"
726,Action: You walk by Strauss.,"Strauss: Hey there, Arthur. You: What's going on, Strauss? Strauss: Nothing much. Just trying to keep busy."
727,Action: You bump into Strauss.,"Strauss: Watch where you're going, Arthur! You: Sorry about that. Strauss: Yeah, you better be."
728,Action: You stand near Strauss for a while.,"Strauss: Can I help you with something, Arthur? You: No, I'm just taking a break. Strauss: Well, take it somewhere else."
729,Action: You walk by Strauss.,"Strauss: Hey, Arthur. You: Hey there, Strauss. Strauss: You look like you've got something on your mind."
730,Action: You stand near Strauss for a while.,"Strauss: What's the matter, Arthur? You: Nothing, just taking a breather. Strauss: Well, take it somewhere else. You're making me nervous."
731,Action: You walk by Strauss.,"Strauss: Good morning, Arthur. You: Morning, Strauss. Strauss: Anything new going on?"
732,Action: You stand near Strauss for a while.,"Strauss: Can I help you with something, Arthur? You: No, I'm just enjoying the view. Strauss: What view? We're in the middle of a town."
733,Action: You bump into Strauss.,"Strauss: Watch where you're going, Arthur! You: Sorry about that. Strauss: You're lucky I didn't knock your teeth out."
734,Action: You walk by Strauss.,"Strauss: Hey, Arthur. You: Hey, Strauss. Strauss: You need to watch where you're going."
735,Action: You stand near Strauss for a while.,"Strauss: What's on your mind, Arthur? You: Nothing, just enjoying the fresh air. Strauss: You won't find any fresh air around here."
736,Action: You walk by Strauss.,"Strauss: Good to see you, Arthur. You: Good to see you too, Strauss. Strauss: Anything new going on?"
737,Action: You stand near Strauss for a while.,"Strauss: Can I help you with something, Arthur? You: No, just getting some exercise. Strauss: You should try exercising somewhere else."
738,Action: You bump into Strauss.,"Strauss: Watch where you're going, Arthur! You: Sorry, I wasn't looking where I was going. Strauss: Yeah, I can see that. You're lucky you didn't knock me down."
739,Action: You approach Dutch.,"Dutch: Hey, Arthur. You: What's going on, Dutch?"
740,Action: You stand near Dutch for a while.,"Dutch: Can you give me some room here? You: Sure, Dutch. Just trying to stay out of trouble."
741,Action: You accidentally bump into Dutch.,"Dutch: Watch where you're going, Arthur! You: Sorry about that, Dutch. Didn't mean to bump into you."
742,Action: You approach Dutch with a question.,"Dutch: What is it, Arthur? You: I was just wondering if you had any ideas for our next job."
743,Action: You stand near Dutch for a while.,"Dutch: Back up a bit will you. You: Sorry about that, Dutch. Just lost in thought."
744,Action: You walk by Dutch.,"Dutch: Good to see you, Arthur. You: Same to you, Dutch."
745,Action: You stand near Dutch for a while.,"Dutch: What do you need, Arthur? You: Just wanted to see if you had any leads on some work for us."
746,Action: You approach Dutch with a proposition.,"Dutch: What's on your mind, Arthur? You: I was thinking we could hit that bank in town. What do you think?"
747,Action: You stand near Dutch for a while.,"Dutch: You're in my way, Arthur. You: Sorry about that, Dutch. Just trying to get some fresh air."
748,Action: You accidentally collide with Dutch.,"Dutch: Watch where you're going, Arthur! You: Sorry about that, Dutch. My mistake."
749,Action: You stand near Dutch for a while.,"Dutch: What's on your mind, Arthur? You: Nothing much, Dutch. Just passing the time."
750,Action: You approach Dutch with a warning.,"Dutch: What's the problem, Arthur? You: Just wanted to give you a heads up that Micah's been running his mouth again."
751,Action: You stand near Dutch for a while.,"Dutch: Can I help you with something, Arthur? You: No, just taking a breather, Dutch."
752,Action: You stand near Dutch for a while.,"Dutch: You're making me nervous, Arthur. You: Sorry about that, Dutch. Just trying to get some space."
753,Action: You walk by Dutch.,"Dutch: Hello there, Arthur. You: Good to see you, Dutch."
